Block,Address,Latitude,Longitude
029XX W CULLOM AVE,"02900 W CULLOM AVE, Chicago, IL",41.95946284845437,-87.70093234845437
017XX W 48TH ST,"01700 W 48TH ST, Chicago, IL",41.80678348600597,-87.667551
080XX S BURNHAM AVE,"08000 S BURNHAM AVE, Chicago, IL",41.74984724562873,-87.5565208265622
046XX S ALBANY AVE,"04600 S ALBANY AVE, Chicago, IL",41.80984979516995,-87.70162774274318
037XX W POLK ST,"03700 W POLK ST, Chicago, IL",41.87083648600597,-87.71829202553522
008XX N GREENVIEW AVE,"00800 N GREENVIEW AVE, Chicago, IL",41.896170942966556,-87.66495122061582
054XX S COTTAGE GROVE AVE,"05400 S COTTAGE GROVE AVE, Chicago, IL",41.79674245153602,-87.60633515873076
022XX N MELVINA AVE,"02200 N MELVINA AVE, Chicago, IL",41.92022596280802,-87.78049835209744
028XX N LINCOLN AVE,"02800 N LINCOLN AVE, Chicago, IL",41.93254123960707,-87.65882614607587
026XX N HARDING AVE,"02600 N HARDING AVE, Chicago, IL",41.92822043010058,-87.72570075286613
054XX S ABERDEEN ST,"05400 S ABERDEEN ST, Chicago, IL",41.795864161809675,-87.65252735209744
009XX S LEAVITT ST,"00900 S LEAVITT ST, Chicago, IL",41.870349000000004,-87.68125993591647
034XX W REDFIELD DR,"03400 W REDFIELD DR, Chicago, IL",41.76581861693688,-87.70792961693687
036XX W POLK ST,"03600 W POLK ST, Chicago, IL",41.87084451154121,-87.71574077699232
047XX N KEYSTONE AVE,"04700 N KEYSTONE AVE, Chicago, IL",41.96574782653357,-87.72920743591646
001XX S HAMLIN BLVD,"00100 S HAMLIN BLVD, Chicago, IL",41.87968297446477,-87.72080989595452
080XX S INDIANA AVE,"08000 S INDIANA AVE, Chicago, IL",41.74903741326679,-87.61973979049542
015XX W 57TH ST,"01500 W 57TH ST, Chicago, IL",41.790505646325734,-87.6621331463257
013XX W LAKE ST,"01300 W LAKE ST, Chicago, IL",41.88550047157925,-87.65901394463039
011XX W CATALPA AVE,"01100 W CATALPA AVE, Chicago, IL",41.98190708305137,-87.65795459570873
060XX S HARPER AVE,"06000 S HARPER AVE, Chicago, IL",41.78535749865487,-87.58820470717474
025XX W 111TH ST,"02500 W 111TH ST, Chicago, IL",41.69179048600597,-87.68384141909516
091XX S PERRY AVE,"09100 S PERRY AVE, Chicago, IL",41.72894552033183,-87.62648623045015
005XX W BARRY AVE,"00500 W BARRY AVE, Chicago, IL",41.937697464365876,-87.64214263780367
018XX N ST LOUIS AVE,"01800 N ST LOUIS AVE, Chicago, IL",41.91386162170352,-87.7134386877776
024XX N MARMORA AVE,"02400 N MARMORA AVE, Chicago, IL",41.92392813179282,-87.77335057230553
017XX W 56TH ST,"01700 W 56TH ST, Chicago, IL",41.79225164840567,-87.66705164840566
062XX S WABASH AVE,"06200 S WABASH AVE, Chicago, IL",41.78170483203508,-87.62381260516189
024XX S ARCHER AVE,"02400 S ARCHER AVE, Chicago, IL",41.848418218093556,-87.64373278966542
058XX S CALIFORNIA AVE,"05800 S CALIFORNIA AVE, Chicago, IL",41.78806132944774,-87.69369080102699
048XX S MAY ST,"04800 S MAY ST, Chicago, IL",41.806762994171635,-87.65402682656222
023XX N LAMON AVE,"02300 N LAMON AVE, Chicago, IL",41.92244194273825,-87.74876372036766
093XX S DAMEN AVE,"09300 S DAMEN AVE, Chicago, IL",41.72452082653356,-87.67294030492214
012XX E 92ND ST,"01200 E 92ND ST, Chicago, IL",41.72773219759289,-87.59485511820608
095XX S WESTERN AVE,"09500 S WESTERN AVE, Chicago, IL",41.72082680559016,-87.68210549475924
001XX S CAMPBELL AVE,"00100 S CAMPBELL AVE, Chicago, IL",41.88019853860778,-87.68890471414991
096XX S WENTWORTH AVE,"09600 S WENTWORTH AVE, Chicago, IL",41.71969724562871,-87.62865680102699
0000X S HOMAN AVE,"00000 S HOMAN AVE, Chicago, IL",41.74743906826235,-87.7072078160036
076XX S DREXEL AVE,"07600 S DREXEL AVE, Chicago, IL",41.756700819351245,-87.60293700834119
013XX S KEDZIE AVE,"01300 S KEDZIE AVE, Chicago, IL",41.864418303912515,-87.70562735209744
063XX N MCCORMICK RD,"06300 N MCCORMICK RD, Chicago, IL",41.99471006662236,-87.71391417848676
018XX W IOWA ST,"01800 W IOWA ST, Chicago, IL",41.897884193469366,-87.67231284791588
029XX W 24TH BLVD,"02900 W 24TH BLVD, Chicago, IL",41.84789871479227,-87.69823650000001
024XX E 76TH ST,"02400 E 76TH ST, Chicago, IL",41.75724396776359,-87.5662583917911
084XX S CONSTANCE AVE,"08400 S CONSTANCE AVE, Chicago, IL",41.74232371717929,-87.57949880102699
007XX E 88TH ST,"00700 E 88TH ST, Chicago, IL",41.73480148600598,-87.60698052844941
031XX W 63RD ST,"03100 W 63RD ST, Chicago, IL",41.77901450432784,-87.70090388926077
052XX W ALTGELD ST,"05200 W ALTGELD ST, Chicago, IL",41.92601767255434,-87.75628341470407
029XX S EMERALD AVE,"02900 S EMERALD AVE, Chicago, IL",41.84155699417161,-87.64518088484601
022XX W PERSHING RD,"02200 W PERSHING RD, Chicago, IL",41.82312896747235,-87.68000883679694
020XX W POTOMAC AVE,"02000 W POTOMAC AVE, Chicago, IL",41.905047607229285,-87.67739392765577
036XX S LEAVITT ST,"03600 S LEAVITT ST, Chicago, IL",41.82852600000001,-87.68013842091283
026XX N MAGNOLIA AVE,"02600 N MAGNOLIA AVE, Chicago, IL",41.92902804662705,-87.65977983767071
064XX N MINNEHAHA AVE,"06400 N MINNEHAHA AVE, Chicago, IL",41.99747429771296,-87.76215531163017
002XX S CENTRAL PARK BLVD,"00200 S CENTRAL PARK BLVD, Chicago, IL",41.87821989805346,-87.71584761215306
039XX W WAVELAND AVE,"03900 W WAVELAND AVE, Chicago, IL",41.94829314356055,-87.72507101551659
058XX W 55TH ST,"05800 W 55TH ST, Chicago, IL",41.79271863547284,-87.76724963906152
009XX N LAWNDALE AVE,"00900 N LAWNDALE AVE, Chicago, IL",41.89732348844514,-87.7188516971844
017XX N MC VICKER AVE,"01700 N MC VICKER AVE, Chicago, IL",41.911101930801415,-87.77651973195115
055XX S WENTWORTH AVE,"05500 S WENTWORTH AVE, Chicago, IL",41.79410545150965,-87.63054515875605
012XX W 71ST PL,"01200 W 71ST PL, Chicago, IL",41.76418961499893,-87.65416811499891
039XX N SEMINARY AVE,"03900 N SEMINARY AVE, Chicago, IL",41.95300101177741,-87.65691346004581
001XX W HARRISON ST,"00100 W HARRISON ST, Chicago, IL",41.87459174513198,-87.63076022539687
021XX N LAPORTE AVE,"02100 N LAPORTE AVE, Chicago, IL",41.9188306588955,-87.74986685209744
015XX W 68TH ST,"01500 W 68TH ST, Chicago, IL",41.770471622473266,-87.66162012247325
097XX S HALSTED ST,"09700 S HALSTED ST, Chicago, IL",41.7173574970858,-87.64320080102699
021XX N LATROBE AVE,"02100 N LATROBE AVE, Chicago, IL",41.91873224562872,-87.75724791038124
019XX W BRADLEY PL,"01900 W BRADLEY PL, Chicago, IL",41.94963951154119,-87.67638008381903
019XX E 97TH ST,"01900 E 97TH ST, Chicago, IL",41.71885929991218,-87.57712636436726
031XX S RIDGEWAY AVE,"03100 S RIDGEWAY AVE, Chicago, IL",41.83686888481736,-87.71827685209743
017XX W 69TH ST,"01700 W 69TH ST, Chicago, IL",41.76859904466941,-87.66642218819827
028XX W JACKSON BLVD,"02800 W JACKSON BLVD, Chicago, IL",41.87745053318127,-87.69657111226844
018XX S UNION AVE,"01800 S UNION AVE, Chicago, IL",41.857491458498274,-87.64485413102013
032XX S PAULINA ST,"03200 S PAULINA ST, Chicago, IL",41.83570097974073,-87.66811465682626
071XX S HARDING AVE,"07100 S HARDING AVE, Chicago, IL",41.764053415335574,-87.72121458770862
001XX W 91ST ST,"00100 W 91ST ST, Chicago, IL",41.72901444272581,-87.62735174513683
0000X N KARLOV AVE,"00000 N KARLOV AVE, Chicago, IL",41.983816494821134,-87.73088003095941
057XX W MELROSE ST,"05700 W MELROSE ST, Chicago, IL",41.93947048600597,-87.76910186081135
040XX N DRAKE AVE,"04000 N DRAKE AVE, Chicago, IL",41.95384126077393,-87.71664430013602
014XX N MASON AVE,"01400 N MASON AVE, Chicago, IL",41.9057729686364,-87.7742674287031
016XX N LONG AVE,"01600 N LONG AVE, Chicago, IL",41.90949018577882,-87.76060393798407
056XX N ST LOUIS AVE,"05600 N ST LOUIS AVE, Chicago, IL",41.983099543712854,-87.71623731545371
020XX N KILPATRICK AVE,"02000 N KILPATRICK AVE, Chicago, IL",41.91703294278564,-87.74375072041917
019XX S ST LOUIS AVE,"01900 S ST LOUIS AVE, Chicago, IL",41.8552497028458,-87.7125153362188
010XX N WESTERN AVE,"01000 N WESTERN AVE, Chicago, IL",41.89947207799065,-87.6869573704193
018XX N KEYSTONE AVE,"01800 N KEYSTONE AVE, Chicago, IL",41.91371857507647,-87.72769887763266
080XX S KENWOOD AVE,"08000 S KENWOOD AVE, Chicago, IL",41.74945099417161,-87.59180876827841
091XX S PRAIRIE AVE,"09100 S PRAIRIE AVE, Chicago, IL",41.72827084439662,-87.61788103318986
061XX S CHAMPLAIN AVE,"06100 S CHAMPLAIN AVE, Chicago, IL",41.783926089728425,-87.60972778731744
094XX S VERNON AVE,"09400 S VERNON AVE, Chicago, IL",41.72353180099833,-87.6130082682784
007XX W 58TH ST,"00700 W 58TH ST, Chicago, IL",41.788881511541206,-87.64275077699232
049XX S ST LAWRENCE AVE,"04900 S ST LAWRENCE AVE, Chicago, IL",41.80575179538291,-87.611416009337
013XX S CENTRAL PARK AVE,"01300 S CENTRAL PARK AVE, Chicago, IL",41.86429107799066,-87.71540691038125
009XX W FOSTER AVE,"00900 W FOSTER AVE, Chicago, IL",41.97652555226456,-87.65224364633373
003XX S KEELER AVE,"00300 S KEELER AVE, Chicago, IL",41.87696737248496,-87.73050704078311
098XX S PRAIRIE AVE,"09800 S PRAIRIE AVE, Chicago, IL",41.71544113627445,-87.61765881992578
094XX S STONY ISLAND AVE,"09400 S STONY ISLAND AVE, Chicago, IL",41.72410263741138,-87.58533601926567
028XX N MC VICKER AVE,"02800 N MC VICKER AVE, Chicago, IL",41.93118335921588,-87.77725985921587
094XX S PERRY AVE,"09400 S PERRY AVE, Chicago, IL",41.72327063336027,-87.62632024274318
003XX W GARFIELD BLVD,"00300 W GARFIELD BLVD, Chicago, IL",41.79458783018809,-87.63308465901206
034XX S HAMILTON AVE,"03400 S HAMILTON AVE, Chicago, IL",41.83201691035259,-87.67903782656221
032XX W FLOURNOY ST,"03200 W FLOURNOY ST, Chicago, IL",41.87278247547439,-87.70624127699232
038XX W CHICAGO AVE,"03800 W CHICAGO AVE, Chicago, IL",41.89550877173994,-87.72128127173994
017XX S LUMBER ST,"01700 S LUMBER ST, Chicago, IL",41.85872779722436,-87.63620660130154
080XX S PRAIRIE AVE,"08000 S PRAIRIE AVE, Chicago, IL",41.74909196863641,-87.618148823244
008XX S CICERO AVE,"00800 S CICERO AVE, Chicago, IL",41.87011323980033,-87.74492029381364
117XX S CHURCH ST,"11700 S CHURCH ST, Chicago, IL",41.68192044437562,-87.67066687880585
039XX N OLCOTT AVE,"03900 N OLCOTT AVE, Chicago, IL",41.950500947159156,-87.81426961465937
051XX S UNION AVE,"05100 S UNION AVE, Chicago, IL",41.801547522334516,-87.64297319869675
002XX E 92ND ST,"00200 E 92ND ST, Chicago, IL",41.727353724110145,-87.61904661345707
075XX S RHODES AVE,"07500 S RHODES AVE, Chicago, IL",41.75841139983492,-87.61151910654104
092XX S DAUPHIN AVE,"09200 S DAUPHIN AVE, Chicago, IL",41.727449162701056,-87.60300555832502
078XX S EBERHART AVE,"07800 S EBERHART AVE, Chicago, IL",41.752844329447754,-87.61256735209744
016XX W GLENLAKE AVE,"01600 W GLENLAKE AVE, Chicago, IL",41.9929595883891,-87.67027965070737
001XX E 83RD ST,"00100 E 83RD ST, Chicago, IL",41.743769847972395,-87.62111670442015
060XX N WINTHROP AVE,"06000 N WINTHROP AVE, Chicago, IL",41.99102874271452,-87.65825892148975
034XX S INDIANA AVE,"03400 S INDIANA AVE, Chicago, IL",41.832620968636405,-87.62182781213549
020XX W 23RD ST,"02000 W 23RD ST, Chicago, IL",41.85037948600598,-87.67596191909516
024XX N LONG AVE,"02400 N LONG AVE, Chicago, IL",41.924108157505295,-87.76112854718636
086XX S HERMITAGE AVE,"08600 S HERMITAGE AVE, Chicago, IL",41.73741913627447,-87.66678882656221
044XX N BEACON ST,"04400 N BEACON ST, Chicago, IL",41.96174814160813,-87.66376007021331
064XX N SHERIDAN RD,"06400 N SHERIDAN RD, Chicago, IL",41.998243573166036,-87.66060459533755
024XX W BERWYN AVE,"02400 W BERWYN AVE, Chicago, IL",41.97775897264922,-87.68929174978722
046XX N LINCOLN AVE,"04600 N LINCOLN AVE, Chicago, IL",41.96518166527214,-87.6863296392173
006XX W 74TH ST,"00600 W 74TH ST, Chicago, IL",41.75988594961908,-87.63985520829817
067XX S KOLMAR AVE,"06700 S KOLMAR AVE, Chicago, IL",41.77115779269299,-87.73599150148281
033XX W BELMONT AVE,"03300 W BELMONT AVE, Chicago, IL",41.939392824353035,-87.71012132435304
016XX N AVERS AVE,"01600 N AVERS AVE, Chicago, IL",41.90999406436384,-87.7226915520875
014XX S MICHIGAN AVE,"01400 S MICHIGAN AVE, Chicago, IL",41.86377824562871,-87.62411034877923
002XX W 59TH ST,"00200 W 59TH ST, Chicago, IL",41.787325536066874,-87.6304110390111
019XX W ROOSEVELT RD,"01900 W ROOSEVELT RD, Chicago, IL",41.86692754828939,-87.67409058264639
131XX S RHODES AVE,"13100 S RHODES AVE, Chicago, IL",41.65723674271453,-87.60966972442132
015XX E 79TH ST,"01500 E 79TH ST, Chicago, IL",41.75146854948392,-87.58655999999999
083XX S MUSKEGON AVE,"08300 S MUSKEGON AVE, Chicago, IL",41.744246638908734,-87.55522086109126
0000X E 83RD ST,"00000 E 83RD ST, Chicago, IL",41.74455598915063,-87.55822649047015
079XX S MAY ST,"07900 S MAY ST, Chicago, IL",41.75044649830985,-87.65256820750623
024XX W 57TH ST,"02400 W 57TH ST, Chicago, IL",41.79027953734781,-87.68403122683614
066XX S UNION AVE,"06600 S UNION AVE, Chicago, IL",41.77396724562871,-87.64266882656221
064XX S ABERDEEN ST,"06400 S ABERDEEN ST, Chicago, IL",41.77774253246711,-87.6520857097143
080XX S ST LAWRENCE AVE,"08000 S ST LAWRENCE AVE, Chicago, IL",41.74922607799064,-87.61006730102699
017XX S RACINE AVE,"01700 S RACINE AVE, Chicago, IL",41.85879695084823,-87.65649614246993
065XX S VERNON AVE,"06500 S VERNON AVE, Chicago, IL",41.77645124562872,-87.61436735209743
085XX S WINCHESTER AVE,"08500 S WINCHESTER AVE, Chicago, IL",41.7391649686364,-87.67169832656221
015XX S TRIPP AVE,"01500 S TRIPP AVE, Chicago, IL",41.86055262098951,-87.73115633062416
092XX S COMMERCIAL AVE,"09200 S COMMERCIAL AVE, Chicago, IL",41.72817981096671,-87.55124550019836
004XX S PULASKI RD,"00400 S PULASKI RD, Chicago, IL",41.87520454318446,-87.72553575089798
051XX S GREENWOOD AVE,"05100 S GREENWOOD AVE, Chicago, IL",41.80228488144796,-87.59985352612858
018XX W OGDEN AVE,"01800 W OGDEN AVE, Chicago, IL",41.87679942396398,-87.67170350436444
002XX W HURON ST,"00200 W HURON ST, Chicago, IL",41.89485955489243,-87.63423445346044
080XX S RIDGELAND AVE,"08000 S RIDGELAND AVE, Chicago, IL",41.74940598220473,-87.58169886104142
005XX S LAVERGNE AVE,"00500 S LAVERGNE AVE, Chicago, IL",41.8739804995469,-87.7492462063177
078XX S THROOP ST,"07800 S THROOP ST, Chicago, IL",41.75210616180968,-87.65541732656222
003XX E 134TH ST,"00300 E 134TH ST, Chicago, IL",41.651879193867124,-87.61552724229784
0000X N MICHIGAN AVE,"00000 N MICHIGAN AVE, Chicago, IL",41.89433195690391,-87.62422579613254
092XX S WENTWORTH AVE,"09200 S WENTWORTH AVE, Chicago, IL",41.72707379043099,-87.62883550587429
070XX N PAULINA ST,"07000 N PAULINA ST, Chicago, IL",42.00932669608747,-87.67230848309177
027XX N KIMBALL AVE,"02700 N KIMBALL AVE, Chicago, IL",41.930314994171624,-87.71229741038124
045XX N BROADWAY,"04500 N BROADWAY, Chicago, IL",41.96396574381104,-87.65659124386835
033XX N LARAMIE AVE,"03300 N LARAMIE AVE, Chicago, IL",41.94054225026198,-87.7568084561546
044XX N CICERO AVE,"04400 N CICERO AVE, Chicago, IL",41.96103280099834,-87.7475799398116
062XX S HALSTED PKWY,"06200 S HALSTED PKWY, Chicago, IL",41.781357136274465,-87.64486835209743
058XX N ELSTON AVE,"05800 N ELSTON AVE, Chicago, IL",41.98686657340303,-87.77199444338963
044XX N PAULINA ST,"04400 N PAULINA ST, Chicago, IL",41.9618154657222,-87.67084743259825
001XX S MICHIGAN AVE,"00100 S MICHIGAN AVE, Chicago, IL",41.880765967483526,-87.62452815922983
049XX W WASHINGTON BLVD,"04900 W WASHINGTON BLVD, Chicago, IL",41.881823515436345,-87.74802025145709
001XX N MASON AVE,"00100 N MASON AVE, Chicago, IL",41.88219443052147,-87.77333325331607
079XX S PERRY AVE,"07900 S PERRY AVE, Chicago, IL",41.75062954371285,-87.6270607099946
040XX W ARTHINGTON ST,"04000 W ARTHINGTON ST, Chicago, IL",41.87009198240952,-87.72539498701168
085XX S MACKINAW AVE,"08500 S MACKINAW AVE, Chicago, IL",41.74096382653357,-87.54302026496019
075XX N ASHLAND AVE,"07500 N ASHLAND AVE, Chicago, IL",42.01824127586713,-87.67129317946771
044XX S TALMAN AVE,"04400 S TALMAN AVE, Chicago, IL",41.81370675556921,-87.69078594108461
045XX S FAIRFIELD AVE,"04500 S FAIRFIELD AVE, Chicago, IL",41.81177582653356,-87.69313730102698
020XX S ASHLAND AVE,"02000 S ASHLAND AVE, Chicago, IL",41.85487780099834,-87.6661178704193
037XX N ODELL AVE,"03700 N ODELL AVE, Chicago, IL",41.94678524562872,-87.8107194614517
023XX E 93RD ST,"02300 E 93RD ST, Chicago, IL",41.726301446746156,-87.5674147592304
097XX S BEVERLY AVE,"09700 S BEVERLY AVE, Chicago, IL",41.717388614383644,-87.66142469856489
086XX S PARNELL AVE,"08600 S PARNELL AVE, Chicago, IL",41.73770599417162,-87.6376277682784
023XX N SHEFFIELD AVE,"02300 N SHEFFIELD AVE, Chicago, IL",41.923594731205746,-87.65360146200028
025XX N LAMON AVE,"02500 N LAMON AVE, Chicago, IL",41.92610412607875,-87.74891299385271
018XX W PETERSON AVE,"01800 W PETERSON AVE, Chicago, IL",41.99046450230862,-87.68946302983439
008XX W 115TH ST,"00800 W 115TH ST, Chicago, IL",41.685142521151946,-87.64230152115194
018XX N CALIFORNIA AVE,"01800 N CALIFORNIA AVE, Chicago, IL",41.913963,-87.69715985939018
057XX S EMERALD AVE,"05700 S EMERALD AVE, Chicago, IL",41.79051765889551,-87.64386731934886
073XX S UNION AVE,"07300 S UNION AVE, Chicago, IL",41.76144799417162,-87.64191732656221
083XX S PAXTON AVE,"08300 S PAXTON AVE, Chicago, IL",41.744326313830086,-87.57103701861675
0000X N LEAVITT ST,"00000 N LEAVITT ST, Chicago, IL",41.91727697177495,-87.68250424899196
004XX W 24TH ST,"00400 W 24TH ST, Chicago, IL",41.84913010592959,-87.63854576828449
054XX N MAGNET AVE,"05400 N MAGNET AVE, Chicago, IL",41.97885643047932,-87.77223090770153
015XX E 67TH PL,"01500 E 67TH PL, Chicago, IL",41.772420511541185,-87.58845369317329
029XX N KOSTNER AVE,"02900 N KOSTNER AVE, Chicago, IL",41.93362607216227,-87.73691983377557
020XX W 62ND ST,"02000 W 62ND ST, Chicago, IL",41.781243360901854,-87.6740323729319
046XX W 79TH PL,"04600 W 79TH PL, Chicago, IL",41.74874549321934,-87.73622002553522
009XX W GRAND AVE,"00900 W GRAND AVE, Chicago, IL",41.89121436150406,-87.65002962706384
013XX S KARLOV AVE,"01300 S KARLOV AVE, Chicago, IL",41.864156549541235,-87.72757835209744
015XX N SPAULDING AVE,"01500 N SPAULDING AVE, Chicago, IL",41.90830215898478,-87.70944346320522
002XX W 77TH ST,"00200 W 77TH ST, Chicago, IL",41.75456682293305,-87.62966281321563
007XX W WRIGHTWOOD AVE,"00700 W WRIGHTWOOD AVE, Chicago, IL",41.92912245657561,-87.64669336372555
071XX S WABASH AVE,"07100 S WABASH AVE, Chicago, IL",41.76549489691548,-87.62335461326184
075XX S CONSTANCE AVE,"07500 S CONSTANCE AVE, Chicago, IL",41.75875349839301,-87.57986620742633
029XX W 71ST ST,"02900 W 71ST ST, Chicago, IL",41.76458389933276,-87.6955337655949
031XX N NATOMA AVE,"03100 N NATOMA AVE, Chicago, IL",41.93653441326677,-87.79198940316789
034XX W AINSLIE ST,"03400 W AINSLIE ST, Chicago, IL",41.97029770786642,-87.71350198479475
019XX W TAYLOR ST,"01900 W TAYLOR ST, Chicago, IL",41.869183471579234,-87.6741107216227
091XX S THROOP ST,"09100 S THROOP ST, Chicago, IL",41.72833623980034,-87.65556727880998
033XX N BROADWAY,"03300 N BROADWAY, Chicago, IL",41.94218271386109,-87.64449788095088
014XX W 81ST ST,"01400 W 81ST ST, Chicago, IL",41.74683643617566,-87.65857472212038
046XX S KEDVALE AVE,"04600 S KEDVALE AVE, Chicago, IL",41.809507742714516,-87.72734982656222
028XX N LOWELL AVE,"02800 N LOWELL AVE, Chicago, IL",41.93174135921023,-87.73562135921023
031XX W 64TH ST,"03100 W 64TH ST, Chicago, IL",41.777247553216384,-87.700703681476
026XX S THROOP ST,"02600 S THROOP ST, Chicago, IL",41.845437409371634,-87.65585846852082
042XX S ST LAWRENCE AVE,"04200 S ST LAWRENCE AVE, Chicago, IL",41.81842524897134,-87.61177671742101
109XX S EDBROOKE AVE,"10900 S EDBROOKE AVE, Chicago, IL",41.69614463336026,-87.61961074274318
009XX N MENARD AVE,"00900 N MENARD AVE, Chicago, IL",41.89663013066595,-87.7703410411192
002XX S WHIPPLE ST,"00200 S WHIPPLE ST, Chicago, IL",41.87814288481738,-87.70238735209743
043XX W 25TH PL,"04300 W 25TH PL, Chicago, IL",41.845144711502336,-87.73114971150233
065XX S KEDVALE AVE,"06500 S KEDVALE AVE, Chicago, IL",41.774831717179296,-87.72635982656222
048XX S LAKE SHORE DR NB,"04800 S LAKE SHORE DR NB, Chicago, IL",41.80740962399864,-87.58640300114459
021XX N KEELER AVE,"02100 N KEELER AVE, Chicago, IL",41.91910104662705,-87.73152731934886
025XX N AUSTIN AVE,"02500 N AUSTIN AVE, Chicago, IL",41.92577882653356,-87.77581041038124
021XX N CLEVELAND AVE,"02100 N CLEVELAND AVE, Chicago, IL",41.92016649970021,-87.64137871181234
019XX S CLARK ST,"01900 S CLARK ST, Chicago, IL",41.8559937171793,-87.63020984098894
040XX N RICHMOND ST,"04000 N RICHMOND ST, Chicago, IL",41.95401202917224,-87.7019520138398
020XX W 53RD ST,"02000 W 53RD ST, Chicago, IL",41.79763365481817,-87.67449015481816
009XX W 19TH ST,"00900 W 19TH ST, Chicago, IL",41.85672749321933,-87.64846225145709
003XX S TRUMBULL AVE,"00300 S TRUMBULL AVE, Chicago, IL",41.87665989205271,-87.71201046945389
030XX W 38TH ST,"03000 W 38TH ST, Chicago, IL",41.82454448932419,-87.69989152553522
017XX W NELSON ST,"01700 W NELSON ST, Chicago, IL",41.936971493219325,-87.67114161226844
027XX N WHIPPLE ST,"02700 N WHIPPLE ST, Chicago, IL",41.93034199417161,-87.70371740316789
030XX N SAYRE AVE,"03000 N SAYRE AVE, Chicago, IL",41.93458213627446,-87.8011369287031
039XX W 65TH ST,"03900 W 65TH ST, Chicago, IL",41.775057511541206,-87.72041186081135
052XX S TALMAN AVE,"05200 S TALMAN AVE, Chicago, IL",41.79908523980035,-87.69033830102698
011XX W 74TH ST,"01100 W 74TH ST, Chicago, IL",41.759724501518455,-87.65161768996828
049XX S PRINCETON AVE,"04900 S PRINCETON AVE, Chicago, IL",41.80537766472386,-87.63328887763267
011XX W 115TH ST,"01100 W 115TH ST, Chicago, IL",41.68502549321932,-87.64961369608747
094XX S LOWE AVE,"09400 S LOWE AVE, Chicago, IL",41.7231706588955,-87.63962929381363
069XX S YALE AVE,"06900 S YALE AVE, Chicago, IL",41.76827479129623,-87.63114297902163
001XX N PEORIA ST,"00100 N PEORIA ST, Chicago, IL",41.883174826736585,-87.6497413316669
083XX S SANGAMON ST,"08300 S SANGAMON ST, Chicago, IL",41.74307355620635,-87.64752825523665
025XX W HOMER ST,"02500 W HOMER ST, Chicago, IL",41.91672066155897,-87.68991290338295
131XX S DANIEL DR,"13100 S DANIEL DR, Chicago, IL",41.65784126767224,-87.61616823520957
085XX S JUSTINE ST,"08500 S JUSTINE ST, Chicago, IL",41.73931813627445,-87.66195829381363
030XX N NARRAGANSETT AVE,"03000 N NARRAGANSETT AVE, Chicago, IL",41.93470063314809,-87.78587005672641
010XX N MENARD AVE,"01000 N MENARD AVE, Chicago, IL",41.89860824562871,-87.77039937763266
005XX S CALIFORNIA AVE,"00500 S CALIFORNIA AVE, Chicago, IL",41.87468591035258,-87.69616084488408
011XX W WEBSTER AVE,"01100 W WEBSTER AVE, Chicago, IL",41.92172346047074,-87.65605238926076
090XX S EMERALD AVE,"09000 S EMERALD AVE, Chicago, IL",41.72971523625097,-87.64225026438326
022XX W WASHINGTON BLVD,"02200 W WASHINGTON BLVD, Chicago, IL",41.88314160491873,-87.68165987875086
019XX W SUPERIOR ST,"01900 W SUPERIOR ST, Chicago, IL",41.89510320094943,-87.67467083404904
017XX W JUNEWAY TER,"01700 W JUNEWAY TER, Chicago, IL",42.022540486005965,-87.67331002553523
046XX N DRAKE AVE,"04600 N DRAKE AVE, Chicago, IL",41.96491049125743,-87.71691739595452
025XX W 23RD ST,"02500 W 23RD ST, Chicago, IL",41.85024499274624,-87.68816571469961
014XX S KOSTNER AVE,"01400 S KOSTNER AVE, Chicago, IL",41.8622391618097,-87.73488838484602
031XX N MENARD AVE,"03100 N MENARD AVE, Chicago, IL",41.936773651682124,-87.77132938484601
029XX S FARRELL ST,"02900 S FARRELL ST, Chicago, IL",41.8408964877192,-87.6532381859649
107XX S GREEN BAY AVE,"10700 S GREEN BAY AVE, Chicago, IL",41.700824832361945,-87.54135731934886
106XX S HALE AVE,"10600 S HALE AVE, Chicago, IL",41.70106594755997,-87.66932251863055
001XX W OHIO ST,"00100 W OHIO ST, Chicago, IL",41.89250202368493,-87.631205499873
034XX W PETERSON AVE,"03400 W PETERSON AVE, Chicago, IL",41.990343504327846,-87.71436313780367
010XX N ASHLAND AVE,"01000 N ASHLAND AVE, Chicago, IL",41.89976046928367,-87.66746360775275
085XX S INGLESIDE AVE,"08500 S INGLESIDE AVE, Chicago, IL",41.740244968636404,-87.60130932656222
018XX E 84TH ST,"01800 E 84TH ST, Chicago, IL",41.74253558925317,-87.58060641074682
003XX W 76TH ST,"00300 W 76TH ST, Chicago, IL",41.756358392304314,-87.63232178571081
007XX E 75TH ST,"00700 E 75TH ST, Chicago, IL",41.75856351875456,-87.60757436081136
016XX S RIDGEWAY AVE,"01600 S RIDGEWAY AVE, Chicago, IL",41.85887782035304,-87.71893800740156
054XX W IOWA ST,"05400 W IOWA ST, Chicago, IL",41.896737511541204,-87.76091258381904
061XX S GREEN ST,"06100 S GREEN ST, Chicago, IL",41.783237748542916,-87.64612932656222
021XX W WASHINGTON BLVD,"02100 W WASHINGTON BLVD, Chicago, IL",41.88313747489746,-87.67927311226845
035XX S WESTERN AVE,"03500 S WESTERN AVE, Chicago, IL",41.830144072162284,-87.6850568154537
